,matpes_id,formula_pretty,cohesive_energy_per_atom
136959,mp-1174914,Li7Mn2(CoO4)3,-4.616242596666667
136960,mp-1175008,Li7Mn2(CoO4)3,-4.614056190833333
136961,mp-1175032,Li7Mn2(CoO4)3,-4.61370684125
136962,mp-1174888,Li7Mn2(CoO4)3,-4.613483055
136963,mp-1648338,Li7Mn2(CoO4)3,-4.612790370833332
136964,mp-1175053,Li7Mn2(CoO4)3,-4.6113730975000005
136965,mp-1175050,Li7Mn2(CoO4)3,-4.610576184583333
136966,mp-1174986,Li7Mn2(CoO4)3,-4.610139970416666
136967,mp-1174526,Li7Mn2(CoO4)3,-4.609309920416667
136968,mp-1175146,Li7Mn2(CoO4)3,-4.607764265833333
136969,mp-1175004,Li7Mn2(CoO4)3,-4.602167680416667
136970,mp-1174908,Li7Mn2(CoO4)3,-4.599655879583333
136971,mp-1175102,Li7Mn2(CoO4)3,-4.599397762083333
136972,mp-1175188,Li7Mn2(CoO4)3,-4.598838167499999
136973,mp-1175061,Li7Mn2(CoO4)3,-4.59740888
136974,mp-1175083,Li7Mn2(CoO4)3,-4.596969268333333
136975,mp-1175166,Li7Mn2(CoO4)3,-4.59539476625
136976,mp-1174855,Li7Mn2(CoO4)3,-4.594825209166666
136977,mp-1175179,Li7Mn2(CoO4)3,-4.591648955
136978,mp-1175093,Li7Mn2(CoO4)3,-4.589830925416667
136979,mp-1174569,Li7Mn2(CoO4)3,-4.589648935416666
136980,mp-1174864,Li7Mn2(CoO4)3,-4.586695456666666
136981,mp-1174913,Li7Mn2(CoO4)3,-4.581723251249999
136982,mp-1175136,Li7Mn2(CoO4)3,-4.581117084166665
136983,mp-1174512,Li7Mn2(CoO4)3,-4.581051495833333
136984,mp-1174523,Li7Mn2(CoO4)3,-4.581025967916666
136985,mp-1174781,Li7Mn2(CoO4)3,-4.580686415
136986,mp-1174878,Li7Mn2(CoO4)3,-4.580397839166666
136987,mp-1174895,Li7Mn2(CoO4)3,-4.579497089583333
136988,mp-1175044,Li7Mn2(CoO4)3,-4.578925931666665
136989,mp-1175106,Li7Mn2(CoO4)3,-4.5788596991666655
136990,mp-1174876,Li7Mn2(CoO4)3,-4.578604000416666
136991,mp-1174877,Li7Mn2(CoO4)3,-4.577461322916666
136992,mp-1175101,Li7Mn2(CoO4)3,-4.577303305833333
136993,mp-1175165,Li7Mn2(CoO4)3,-4.577161673333333
136994,mp-1175067,Li7Mn2(CoO4)3,-4.576570596666666
136995,mp-1175157,Li7Mn2(CoO4)3,-4.576364102916667
136996,mp-1175152,Li7Mn2(CoO4)3,-4.57548805125
136997,mp-1175124,Li7Mn2(CoO4)3,-4.57522755625
136998,mp-1174880,Li7Mn2(CoO4)3,-4.575066442916666
136999,mp-1174875,Li7Mn2(CoO4)3,-4.571790774166666
137000,mp-1175014,Li7Mn2(CoO4)3,-4.571720559166666
137001,mp-1175062,Li7Mn2(CoO4)3,-4.571185875416667
137002,mp-1175120,Li7Mn2(CoO4)3,-4.570783913333333
137003,mp-1174900,Li7Mn2(CoO4)3,-4.57031954375
137004,mp-1175134,Li7Mn2(CoO4)3,-4.570018935833333
137005,mp-1175052,Li7Mn2(CoO4)3,-4.5685222875
137006,mp-1175129,Li7Mn2(CoO4)3,-4.567917648749999
137007,mp-1175066,Li7Mn2(CoO4)3,-4.567644596666666
137008,mp-1174905,Li7Mn2(CoO4)3,-4.566948764166666
137009,mp-1175042,Li7Mn2(CoO4)3,-4.566797978333334
137010,mp-1175006,Li7Mn2(CoO4)3,-4.559474639583333
137011,mp-1175147,Li7Mn2(CoO4)3,-4.559359559999999
137012,mp-1175220,Li7Mn2(CoO4)3,-4.558345646666666
137013,mp-1174867,Li7Mn2(CoO4)3,-4.55681165375
137014,mp-1175151,Li7Mn2(CoO4)3,-4.553361852916667
137015,mp-1175128,Li7Mn2(CoO4)3,-4.524833943333332
137016,mp-1175140,Li7Mn2(CoO4)3,-4.523898887916666
137017,mp-1175084,Li7Mn2(CoO4)3,-4.49911275125
137018,mp-1175071,Li7Mn2(CoO4)3,-4.492853832916666
137019,mp-1175209,Li7Mn2(CoO4)3,-4.479932222916666
137020,mp-1174572,Li7Mn2(CoO4)3,-4.478846105833332
137021,mp-1345097,Li7Mn2(CoO4)3,-4.308682370833333
137022,mp-1222475,Li7Mn2N3,-3.108614945833333
137023,mp-767011,Li7Mn3(SiO6)2,-5.027580365
137024,mp-764763,Li7Mn4O12,-4.628493335217391
137025,mp-1222579,Li7MnAs4,-2.764376303333333
137026,matpes-20240214_754259_1,Li7Nb2Fe3O16,-4.681744156964286
137027,matpes-20240214_754259_0,Li7Nb2Fe3O16,-4.641761564285715
137028,mp-37399,Li7NbO6,-4.805970887142857
137029,mp-761279,Li7Ni(O2F)2,-4.1800224157142845
137030,mp-1663705,Li7Ni(O2F)2,-4.177354138928571
137031,mp-759513,Li7Ni(O2F)2,-4.159691704642856
137032,mp-1374313,Li7Ni(O2F)2,-3.7272589199999993
137033,mp-799539,Li7Ni(O2F)2,-3.022738031071428
137034,mp-34375,Li7OsO6,-4.462814545
137035,matpes-20240214_34375_0,Li7OsO6,-4.462812432142857
137036,matpes-20240214_34375_1,Li7OsO6,-4.320621368571428
137037,matpes-20240214_34375_2,Li7OsO6,-4.250481280714285
137038,mp-30761,Li7Pb2,-2.301847105555555
137039,mp-37839,Li7RuO6,-4.408196249285713
137040,matpes-20240214_37839_3,Li7RuO6,-4.323075905
137041,matpes-20240214_37839_0,Li7RuO6,-4.265465540714285
137042,matpes-20240214_37839_2,Li7RuO6,-4.246686601428571
137043,matpes-20240214_37839_1,Li7RuO6,-4.168275439999999
137044,mp-27930,Li7Si2,-2.530963508333333
137045,mp-1640236,Li7Si2(NiO4)3,-4.931554860416666
137046,matpes-20240214_756986_0,Li7Si2(NiO4)3,-4.925944569583333
137047,mp-756986,Li7Si2(NiO4)3,-4.925941584166667
137048,mp-30767,Li7Sn2,-2.428999661111111
137049,mp-30768,Li7Sn3,-2.591394019999998
137050,mp-28891,Li7TaO6,-4.976828615
137051,matpes-20240214_861543_0,Li7V(O2F)2,-2.959328823928571
137052,mp-758444,Li7V4O11F,-5.222263862608696
137053,mp-764844,Li7V4O11F,-5.214587512173913
137054,mp-759231,Li7V4O11F,-5.211813732608696
137055,matpes-20240214_582259_0,Li7VN4,-3.845382356666667
137056,mp-759471,Li7VO5F,-4.528111135714285
137057,mp-752966,Li7VO5F,-4.511643800714285
137058,mp-799536,Li7VO5F,-3.846013121428571
137059,mp-1392200,Li7VO5F,-3.604421853571428
137060,mp-937761,Li7ZrO6,-4.694509445714284
137061,mp-1638660,Li8(CoO2)5,-4.484362391304347
137062,mp-1176858,Li8(CoO2)5,-4.462443415217391
137063,mp-754754,Li8(CoO2)5,-4.459650357391304
137064,mp-753255,Li8(FeO2)5,-4.52354884173913
137065,mp-764936,Li8(FeO2)5,-4.523069332608695
137066,mp-755081,Li8(NiO2)5,-4.352564683043479
137067,matpes-20240214_1372137_0,Li8(NiO2)5,-1.983643072173913
137068,mp-1372137,Li8(NiO2)5,-1.983640624782609
137069,mp-30134,Li8Al3Si5,-2.94912796125
137070,matpes-20240214_1102163_1,Li8AsO3,-3.424440620833333
137071,matpes-20240214_1102163_0,Li8AsO3,-3.417740971666666
137072,mp-1102163,Li8AsO3,-3.383241795833333
137073,matpes-20240214_1102163_3,Li8AsO3,-3.344222880833333
137074,matpes-20240214_1102163_2,Li8AsO3,-3.3185675525
137075,mp-560555,Li8Bi2PdO10,-4.017120476666665
137076,mp-1102865,Li8BiO3,-3.117805748333333
137077,matpes-20240214_1102865_0,Li8BiO3,-3.117793476666666
137078,mp-756213,Li8BiS6,-3.390979221999999
137079,mp-8611,Li8CeO6,-4.596102796666667
137080,mp-761167,Li8Co3NiO8,-4.352806631000001
137081,mp-767681,Li8Cr(FeO4)3,-4.51926760375
137082,mp-1176846,Li8Cr3SbO12,-4.613422535833333
137083,mp-753875,Li8Cr3SbO12,-4.609286287083332
137084,matpes-20240214_752780_0,Li8FeCo3O8,-4.154395340500001
137085,mp-755400,Li8FeO5F,-4.259806399333333
137086,mp-1190933,Li8Hf3,-1.804250698181816
137087,mp-752922,Li8HfO6,-4.854107509333334
137088,mp-8469,Li8IrO6,-4.279521812666667
137089,matpes-20240214_8469_0,Li8IrO6,-4.061143080666667
137090,mp-766973,Li8Mn(FeO4)3,-4.500452389999999
137091,mp-764701,Li8Mn5O10,-4.458011921304348
137092,mp-766919,Li8MnCr3O12,-4.673935381666666
137093,matpes-20240214_1020032_0,Li8N3O,-3.096671914166666
137094,matpes-20240214_1020032_2,Li8N3O,-3.009330176666666
137095,matpes-20240214_1020032_3,Li8N3O,-2.976847998333333
137096,matpes-20240214_1020032_1,Li8N3O,-2.905579919999999
137097,mp-1020020,Li8NO3,-3.669841741666666
137098,matpes-20240214_1020020_0,Li8NO3,-3.669836035833333
137099,matpes-20240214_1020020_1,Li8NO3,-3.663247945833332
137100,matpes-20240214_1020020_2,Li8NO3,-3.620897403333333
137101,matpes-20240214_1020020_5,Li8NO3,-3.553415009166666
137102,matpes-20240214_1020020_3,Li8NO3,-3.488953257499999
137103,matpes-20240214_1020020_4,Li8NO3,-3.368211239999999
137104,mp-754201,Li8Nb(FeO4)3,-4.82533222625
137105,mp-754227,Li8NbS6,-3.886425301333333
137106,matpes-20240214_768347_0,Li8NbS6,-3.867489549666666
137107,matpes-20240214_754227_0,Li8NbS6,-3.829199906666666
137108,matpes-20240214_754227_1,Li8NbS6,-3.735224948
137109,mp-753488,Li8Ni(O2F)2,-4.169543315999999
137110,matpes-20240214_753488_0,Li8Ni(O2F)2,-4.087413305333333
137111,matpes-20240214_753488_1,Li8Ni(O2F)2,-3.780564597333333
137112,mp-1020029,Li8PO3,-3.454941145
137113,matpes-20240214_1020029_0,Li8PO3,-3.454933796666666
137114,matpes-20240214_1020029_2,Li8PO3,-3.401025474999999
137115,matpes-20240214_1222505_0,Li8PSe6,-3.176058564
137116,mp-1222505,Li8PSe6,-3.176057833999999
137117,mp-27587,Li8Pb3,-2.384555660000002
137118,mp-22538,Li8PbO6,-4.043501972
137119,mp-8424,Li8PrO6,-4.437230421333334
137120,mp-8610,Li8PtO6,-4.178176978
137121,mp-768139,Li8Sb2S,-2.783590524090909
137122,matpes-20240214_1102716_0,Li8SbO3,-3.316604643333333
137123,mp-1102716,Li8SbO3,-3.202471824166667
137124,matpes-20240214_973793_0,Li8SeN2,-3.005972843181818
137125,mp-973793,Li8SeN2,-3.005959445
137126,mp-4527,Li8SnO6,-4.260065139999999
137127,mp-1190809,Li8TeN2,-2.940477590909091
137128,mp-754266,Li8TiS6,-3.847419324
137129,mp-755616,Li8WO6,-4.5237281266666685
137130,matpes-20240214_755616_0,Li8WO6,-4.302432688666667
137131,mp-755225,Li8ZrO6,-4.7947999
137132,mp-755939,Li9(CoO4)2,-4.234364242105263
137133,mp-568404,Li9Al4,-2.3901906861538462
137134,mp-728514,Li9Co9O17,-4.661096489428572
137135,matpes-20240214_675918_0,Li9CrN5,-3.5017238466666663
137136,matpes-20240214_675918_1,Li9CrN5,-3.276109551666667
137137,mp-780155,Li9Fe3(OF7)2,-4.459784450357143
137138,mp-1222566,Li9Mn3N4,-3.187210879375
137139,matpes-20240214_1222566_0,Li9Mn3N4,-2.9897718418749992
137140,mp-557964,Li9S3N,-3.350543743076923
137141,matpes-20240214_557964_0,Li9S3N,-3.350534792307692
137142,mp-862685,LiAc2Ir,-4.284649649999999
137143,matpes-20240214_862685_0,LiAc2Ir,-4.284648482499996
137144,matpes-20240214_862685_1,LiAc2Ir,-4.251006237499993
137145,matpes-20240214_862685_6,LiAc2Ir,-4.177551909999998
137146,matpes-20240214_862685_4,LiAc2Ir,-4.162953082499996
137147,matpes-20240214_862685_3,LiAc2Ir,-4.150454452499993
137148,matpes-20240214_862685_2,LiAc2Ir,-4.134532247499997
137149,matpes-20240214_862685_5,LiAc2Ir,-4.075230174999994
137150,mp-1185294,LiAc2Pb,-3.277868577500001
137151,matpes-20240214_1185294_0,LiAc2Pb,-3.165033480000005
137152,mp-862686,LiAc2Ru,-3.962350212499998
137153,matpes-20240214_862686_0,LiAc2Ru,-3.962349664999998
137154,matpes-20240214_862686_11,LiAc2Ru,-3.8637427649999982
137155,matpes-20240214_862686_6,LiAc2Ru,-3.837001949999994
137156,matpes-20240214_862686_14,LiAc2Ru,-3.8267877199999982
137157,matpes-20240214_862686_18,LiAc2Ru,-3.819487689999995
137158,matpes-20240214_862686_21,LiAc2Ru,-3.806427467499993
137159,matpes-20240214_862686_7,LiAc2Ru,-3.795111602499993
137160,matpes-20240214_862686_15,LiAc2Ru,-3.764356954999996
137161,matpes-20240214_862686_5,LiAc2Ru,-3.735175014999996
137162,matpes-20240214_862686_8,LiAc2Ru,-3.7194379775
137163,matpes-20240214_862686_26,LiAc2Ru,-3.712828232499994
137164,matpes-20240214_862686_27,LiAc2Ru,-3.697121574999997
137165,matpes-20240214_862686_29,LiAc2Ru,-3.689428492499999
137166,matpes-20240214_862686_28,LiAc2Ru,-3.680530439999998
137167,matpes-20240214_862686_20,LiAc2Ru,-3.677333104999995
137168,matpes-20240214_862686_24,LiAc2Ru,-3.661975089999998
137169,matpes-20240214_862686_12,LiAc2Ru,-3.656266422499996
137170,matpes-20240214_862686_19,LiAc2Ru,-3.629158054999997
137171,matpes-20240214_862686_16,LiAc2Ru,-3.615431089999994
137172,matpes-20240214_862686_3,LiAc2Ru,-3.602347469999998
137173,matpes-20240214_862686_13,LiAc2Ru,-3.514075059999996
137174,matpes-20240214_862686_17,LiAc2Ru,-3.447517104999995
137175,matpes-20240214_862686_23,LiAc2Ru,-3.442236189999995
137176,matpes-20240214_862686_22,LiAc2Ru,-3.377431144999995
137177,matpes-20240214_862686_4,LiAc2Ru,-3.351002537499994
137178,matpes-20240214_862686_1,LiAc2Ru,-3.322686274999995
137179,matpes-20240214_862686_32,LiAc2Ru,-3.294653552499994
137180,matpes-20240214_862686_30,LiAc2Ru,-3.245304079999997
137181,matpes-20240214_862686_10,LiAc2Ru,-3.220143987499995
137182,matpes-20240214_862686_9,LiAc2Ru,-3.122649797499996
137183,matpes-20240214_862686_2,LiAc2Ru,-3.039515282499998
137184,matpes-20240214_862686_31,LiAc2Ru,-2.909802404999993
137185,mp-861876,LiAc2Si,-3.573484567499996
137186,matpes-20240214_861876_0,LiAc2Si,-3.573336824999998
137187,matpes-20240214_861876_6,LiAc2Si,-3.4933021075
137188,matpes-20240214_861876_1,LiAc2Si,-3.362312914999997
137189,matpes-20240214_861876_2,LiAc2Si,-3.317320944999998
137190,matpes-20240214_861876_5,LiAc2Si,-3.237374844999998
137191,matpes-20240214_861876_7,LiAc2Si,-3.116737794999999
137192,matpes-20240214_861876_4,LiAc2Si,-3.057968092499997
137193,matpes-20240214_861876_3,LiAc2Si,-2.859411164999997
137194,matpes-20240214_1185292_0,LiAc2Sn,-3.441581984999999
137195,mp-1185292,LiAc2Sn,-3.441570919999996
137196,matpes-20240214_1185292_2,LiAc2Sn,-3.089219015937502
137197,matpes-20240214_1185292_1,LiAc2Sn,-3.053029697500001
137198,mp-1185293,LiAc2Tl,-2.9546788225
137199,matpes-20240214_1185293_1,LiAc2Tl,-2.853098574999997
137200,matpes-20240214_1185293_6,LiAc2Tl,-2.7751658325000013
137201,matpes-20240214_1185293_9,LiAc2Tl,-2.732797804999997
137202,matpes-20240214_1185293_2,LiAc2Tl,-2.706825027499995
137203,matpes-20240214_1185293_12,LiAc2Tl,-2.691245407499998
137204,matpes-20240214_1185293_15,LiAc2Tl,-2.689866072499995
137205,matpes-20240214_1185293_8,LiAc2Tl,-2.689443220000001
137206,matpes-20240214_1185293_5,LiAc2Tl,-2.656518589999997
137207,matpes-20240214_1185293_7,LiAc2Tl,-2.649584849999996
137208,matpes-20240214_1185293_4,LiAc2Tl,-2.624846157499995
137209,matpes-20240214_1185293_14,LiAc2Tl,-2.558406344999994
137210,matpes-20240214_1185293_13,LiAc2Tl,-2.512450112499998
137211,matpes-20240214_1185293_3,LiAc2Tl,-2.471008822499996
137212,matpes-20240214_1185293_11,LiAc2Tl,-2.454775219999995
137213,matpes-20240214_1185293_10,LiAc2Tl,-2.2396096875
137214,mp-1185287,LiAc3,-2.899805980000003
137215,matpes-20240214_1185287_0,LiAc3,-2.899796195
137216,matpes-20240214_1185287_15,LiAc3,-2.860816034999999
137217,matpes-20240214_1185287_1,LiAc3,-2.827708307500003
137218,matpes-20240214_1185287_2,LiAc3,-2.822898160000001
137219,matpes-20240214_1185287_8,LiAc3,-2.8120391850000037
137220,matpes-20240214_1185287_5,LiAc3,-2.774293354999997
137221,matpes-20240214_1185287_17,LiAc3,-2.765495927499998
137222,matpes-20240214_1185287_3,LiAc3,-2.738067794999999
137223,matpes-20240214_1185287_6,LiAc3,-2.723670814999998
137224,matpes-20240214_1185287_18,LiAc3,-2.715854397500003
137225,matpes-20240214_1185287_13,LiAc3,-2.688541219999997
137226,matpes-20240214_1185287_14,LiAc3,-2.667025197500002
137227,matpes-20240214_1185287_16,LiAc3,-2.665531667499998
137228,matpes-20240214_1185287_7,LiAc3,-2.661354840000001
137229,matpes-20240214_1185287_11,LiAc3,-2.5238185824999992
137230,matpes-20240214_1185287_9,LiAc3,-2.381211110000002
137231,matpes-20240214_1185287_10,LiAc3,-2.338978592499998
137232,matpes-20240214_1185287_12,LiAc3,-2.326010719999999
137233,matpes-20240214_1185287_4,LiAc3,-2.054006762500002
137234,mp-1185285,LiAcHg2,-1.985244327500005
137235,matpes-20240214_1185285_0,LiAcHg2,-1.9852431150000032
137236,matpes-20240214_1185329_0,LiAcRh2,-4.561279587500003
137237,mp-1185329,LiAcRh2,-4.5612787550000045
137238,matpes-20240214_1185329_10,LiAcRh2,-4.473296060000003
137239,matpes-20240214_1185329_24,LiAcRh2,-4.453861842500004
137240,matpes-20240214_1185329_14,LiAcRh2,-4.440781340000001
137241,matpes-20240214_1185329_13,LiAcRh2,-4.427310102500002
137242,matpes-20240214_1185329_22,LiAcRh2,-4.411865620000004
137243,matpes-20240214_1185329_1,LiAcRh2,-4.410527082500003
137244,matpes-20240214_1185329_18,LiAcRh2,-4.409589660000002
137245,matpes-20240214_1185329_12,LiAcRh2,-4.376510152500003
137246,matpes-20240214_1185329_17,LiAcRh2,-4.274788105000002
137247,matpes-20240214_1185329_15,LiAcRh2,-4.260334280000002
137248,matpes-20240214_1185329_16,LiAcRh2,-4.2572105725000045
137249,matpes-20240214_1185329_7,LiAcRh2,-4.250227957500002
137250,matpes-20240214_1185329_11,LiAcRh2,-4.248465435000003
137251,matpes-20240214_1185329_23,LiAcRh2,-4.228111290000001
137252,matpes-20240214_1185329_6,LiAcRh2,-4.209181052500003
137253,matpes-20240214_1185329_21,LiAcRh2,-4.163095492500002
137254,matpes-20240214_1185329_25,LiAcRh2,-4.138291742500002
137255,matpes-20240214_1185329_3,LiAcRh2,-4.122976552500003
137256,matpes-20240214_1185329_4,LiAcRh2,-4.107338500000001
137257,matpes-20240214_1185329_5,LiAcRh2,-4.101678470000003
137258,matpes-20240214_1185329_19,LiAcRh2,-4.092573057500001
137259,matpes-20240214_1185329_20,LiAcRh2,-4.054044295000004
137260,matpes-20240214_1185329_9,LiAcRh2,-3.9682575125000032
137261,matpes-20240214_1185329_8,LiAcRh2,-3.873122012500001
137262,matpes-20240214_1185329_2,LiAcRh2,-3.847323582500003
137263,matpes-20240214_864755_1,LiAcTe2,-3.914286675000003
137264,matpes-20240214_864755_2,LiAcTe2,-3.875243452500001
137265,mp-864755,LiAcTe2,-3.860989510000003
137266,matpes-20240214_864755_0,LiAcTe2,-3.860989187500003
137267,mp-862549,LiAcTl2,-2.719084649999999
137268,matpes-20240214_2426_0,LiAg,-2.42400244
137269,mp-2426,LiAg,-2.424001440000001
137270,mp-1018026,LiAg,-2.409807
137271,matpes-20240214_2426_1,LiAg,-2.371798590000001
137272,matpes-20240214_2426_7,LiAg,-2.345970600000001
137273,matpes-20240214_2426_5,LiAg,-2.338824405
137274,matpes-20240214_2426_2,LiAg,-2.279660545
137275,matpes-20240214_2426_4,LiAg,-2.263780905000001
137276,matpes-20240214_2426_6,LiAg,-2.25115152
137277,matpes-20240214_2426_3,LiAg,-2.246843825000001
137278,matpes-20240214_2426_8,LiAg,-2.231033205000001
137279,matpes-20240214_2426_9,LiAg,-2.17055404
137280,mp-985571,LiAg(CO2)2,-5.052781893125
137281,mp-985575,LiAg(CO2)2,-5.048542454375
137282,mp-985572,LiAg(CO2)2,-5.045561685
137283,mp-1222677,LiAg2(NO2)3,-3.597337124583333
137284,mp-1095903,LiAg2Au,-1.318908422500001
137285,matpes-20240214_1095962_3,LiAg2Bi,-2.469612170000001
137286,matpes-20240214_1095962_12,LiAg2Bi,-2.4303018425
137287,matpes-20240214_1095962_7,LiAg2Bi,-2.405322272500001
137288,matpes-20240214_1095962_9,LiAg2Bi,-2.401153315000002
137289,matpes-20240214_1095962_4,LiAg2Bi,-2.373910930000001
137290,matpes-20240214_1095962_5,LiAg2Bi,-2.363343244999999
137291,matpes-20240214_1095962_10,LiAg2Bi,-2.3408120524999982
137292,matpes-20240214_1095962_6,LiAg2Bi,-2.331197517500001
137293,matpes-20240214_1095962_16,LiAg2Bi,-2.303622525000001
137294,matpes-20240214_1095962_14,LiAg2Bi,-2.268255540000002
137295,matpes-20240214_1095962_8,LiAg2Bi,-2.115796029999998
137296,matpes-20240214_1095962_17,LiAg2Bi,-2.110290832499998
137297,matpes-20240214_1095962_15,LiAg2Bi,-1.7967897599999991
137298,matpes-20240214_1095962_13,LiAg2Bi,-1.464584330000001
137299,matpes-20240214_1095962_1,LiAg2Bi,-1.0754225925
137300,matpes-20240214_1095962_0,LiAg2Bi,-1.067330197499998
137301,mp-1095962,LiAg2Bi,-1.067330072499999
137302,matpes-20240214_1095962_2,LiAg2Bi,-1.039435222499999
137303,mp-1235346,LiAg2C2(NO)2,-4.441864876666665
137304,matpes-20240214_1235346_1,LiAg2C2(NO)2,-4.405727907777778
137305,matpes-20240214_1235346_0,LiAg2C2(NO)2,-4.344853635555554
137306,mp-752666,LiAg2F4,-3.306071615714285
137307,mp-753216,LiAg2F4,-3.286600606428572
137308,mp-752734,LiAg2F4,-3.285394621428571
137309,mp-753385,LiAg2F4,-3.23727371
137310,mp-752948,LiAg2F4,-3.162767322857143
137311,mp-753881,LiAg2F6,-3.019581896666666
137312,mp-760819,LiAg2F6,-3.006550014166667
137313,mp-753326,LiAg2F6,-3.001809107777778
137314,mp-9472,LiAg2Ge,-2.934750065000001
137315,matpes-20240214_9472_0,LiAg2Ge,-2.789693149999999
137316,matpes-20240214_1093677_0,LiAg2Hg,-1.988358609999998
137317,matpes-20240214_1093677_1,LiAg2Hg,-1.9594812849999992
137318,matpes-20240214_1093677_2,LiAg2Hg,-1.914872052499998
137319,matpes-20240214_1093677_4,LiAg2Hg,-1.899043567499998
137320,mp-1093677,LiAg2Hg,-0.9017401649999992
137321,mp-974642,LiAg2Pb,-2.694058662499998
137322,mp-974634,LiAg2Pd,-3.08016534
137323,matpes-20240214_974634_1,LiAg2Pd,-3.039294050000002
137324,matpes-20240214_974634_0,LiAg2Pd,-2.975478222500001
137325,mp-1185309,LiAg2Sb,-2.680919405000001
137326,matpes-20240214_1097668_7,LiAg2Sb,-2.623206877499999
137327,matpes-20240214_1097668_4,LiAg2Sb,-2.536083510000001
137328,matpes-20240214_1097668_11,LiAg2Sb,-2.520060505
137329,matpes-20240214_1097668_2,LiAg2Sb,-2.476226895
137330,matpes-20240214_1097668_5,LiAg2Sb,-2.270325290000002
137331,matpes-20240214_1097668_3,LiAg2Sb,-2.262591500000002
137332,matpes-20240214_1097668_10,LiAg2Sb,-2.118761020000001
137333,matpes-20240214_1097668_9,LiAg2Sb,-2.084055262500001
137334,matpes-20240214_1097668_8,LiAg2Sb,-1.9698497500000007
137335,matpes-20240214_1097668_6,LiAg2Sb,-1.274588832500001
137336,mp-1097668,LiAg2Sb,-1.107271117500001
137337,matpes-20240214_1097668_0,LiAg2Sb,-1.107270947500001
137338,matpes-20240214_1097668_1,LiAg2Sb,-1.00003246
137339,mp-2927,LiAg2Sn,-2.8915832925000022
137340,mp-1185342,LiAg3,-2.681155623750001
137341,mp-1185300,LiAg3,-2.6807210350000013
137342,mp-1222467,LiAg3(IrO3)2,-4.206344358333332
137343,matpes-20240214_1222467_0,LiAg3(IrO3)2,-3.826582096666664
137344,mp-27227,LiAg3O2,-3.314549959999999
137345,matpes-20240214_27227_2,LiAg3O2,-2.955133374166667
137346,matpes-20240214_27227_0,LiAg3O2,-2.8858248750000013
137347,matpes-20240214_27227_1,LiAg3O2,-2.7924625866666672
137348,mp-1236396,LiAg4(PO3)4,-4.53693479142857
137349,mp-1235487,LiAg4(PO3)4,-4.536031279047618
137350,mp-753279,LiAg5F12,-2.919033551111111
137351,matpes-20240214_1093804_13,LiAgAu2,-3.082562022500003
137352,matpes-20240214_1093804_7,LiAgAu2,-3.010258905
137353,matpes-20240214_1093804_5,LiAgAu2,-2.962058302500001
137354,matpes-20240214_1093804_10,LiAgAu2,-2.893506577500002
137355,matpes-20240214_1093804_14,LiAgAu2,-2.827803045000003
137356,matpes-20240214_1093804_6,LiAgAu2,-2.788249037500001
137357,matpes-20240214_1093804_9,LiAgAu2,-2.7603777400000022
137358,matpes-20240214_1093804_12,LiAgAu2,-2.655839902500002
137359,matpes-20240214_1093804_11,LiAgAu2,-2.514842192500001
137360,matpes-20240214_1093804_0,LiAgAu2,-1.786003965000002
137361,mp-1093804,LiAgAu2,-1.7860036225
137362,mp-571454,LiAgC2,-4.57760685
137363,matpes-20240214_571454_0,LiAgC2,-4.577605462499999
137364,matpes-20240214_571454_9,LiAgC2,-4.380025305
137365,matpes-20240214_571454_16,LiAgC2,-4.342189232500001
137366,matpes-20240214_571454_6,LiAgC2,-4.335725795
137367,matpes-20240214_571454_3,LiAgC2,-4.3182169075
137368,matpes-20240214_571454_2,LiAgC2,-4.307072962499999
137369,matpes-20240214_571454_8,LiAgC2,-4.294544207499999
137370,matpes-20240214_571454_10,LiAgC2,-4.29419627
137371,matpes-20240214_571454_4,LiAgC2,-4.283607760000001
137372,matpes-20240214_571454_11,LiAgC2,-4.2599551325
137373,matpes-20240214_571454_15,LiAgC2,-4.243846795
137374,matpes-20240214_571454_12,LiAgC2,-4.2377290675
137375,matpes-20240214_571454_14,LiAgC2,-4.2035160375
137376,matpes-20240214_571454_13,LiAgC2,-4.199169622499999
137377,matpes-20240214_571454_7,LiAgC2,-4.1895302375
137378,matpes-20240214_571454_1,LiAgC2,-4.14847305
137379,matpes-20240214_571454_5,LiAgC2,-3.986925082500001
137380,mp-1235767,LiAgClO4,-2.502280721428572
137381,mp-1236209,LiAgClO4,-2.495476294285714
137382,matpes-20240214_1235767_0,LiAgClO4,-2.415281768571429
137383,matpes-20240214_1236209_2,LiAgClO4,-2.412504964285715
137384,matpes-20240214_1236209_0,LiAgClO4,-2.40687429
137385,matpes-20240214_1236209_4,LiAgClO4,-2.40055667
137386,matpes-20240214_1236209_3,LiAgClO4,-2.389626614285715
137387,mp-1235058,LiAgClO4,-2.309388720000001
137388,matpes-20240214_1236209_1,LiAgClO4,-2.274742452857143
137389,mp-752927,LiAgF2,-3.701673438749999
137390,matpes-20240214_752549_0,LiAgF2,-3.695835134999999
137391,mp-752549,LiAgF2,-3.6958351025
137392,mp-752767,LiAgF2,-3.69318104
137393,mp-1176792,LiAgF2,-3.690623777500001
137394,mp-759658,LiAgF2,-3.667055881875001
137395,mp-758302,LiAgF2,-3.664835399999999
137396,mp-753277,LiAgF2,-3.663723862499999
137397,mp-752882,LiAgF2,-3.652367978124999
137398,mp-758604,LiAgF2,-3.651209695
